profile_description_tr,monthly_data_usage_gb,monthly_voice_min,monthly_spend_try,tenure_months,past_accepted_count,past_rejected_count,complaint_count,data_usage_trend_pct,target_segment,target_priority,is_converted
"54 aylık abone, aylık 50.1 GB veri ve 925 dk konuşma, ortalama 983 TL harcama (ARPU).",50.07395271871657,925.2760811337266,983.2505737327647,54,1,2,0,-6.43761394446479,YUKSEK_DEGER,YUKSEK,1
"6 aylık abone, aylık 33.4 GB veri ve 499 dk konuşma, ortalama 591 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",33.415917792522166,499.4760772336481,591.3101170301844,6,3,3,1,-16.16769447519239,YUKSEK_DEGER,YUKSEK,1
"107 aylık abone, aylık 18.1 GB veri ve 540 dk konuşma, ortalama 400 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.144719401315808,540.2806524780747,400.0292090230589,107,2,2,0,7.746763124882105,YUKSEK_DEGER,YUKSEK,1
"40 aylık abone, aylık 29.4 GB veri ve 654 dk konuşma, ortalama 605 TL harcama (ARPU).",29.439419014433387,654.805470534417,604.9615587442454,40,0,0,1,40.49797811116531,YUKSEK_DEGER,YUKSEK,1
"108 aylık abone, aylık 10.8 GB veri ve 630 dk konuşma, ortalama 299 TL harcama (ARPU), veri kullanımı %42 düşüşte (churn sinyali).",10.805861868167389,630.3755219227879,298.53527322516936,108,1,1,0,-41.91697667249048,RISKLI_KAYIP,YUKSEK,1
"93 aylık abone, aylık 32.5 GB veri ve 850 dk konuşma, ortalama 644 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",32.51060890595048,850.9623886938339,644.1411208082791,93,2,0,0,-14.976316799343664,YUKSEK_DEGER,YUKSEK,1
"94 aylık abone, aylık 13.7 GB veri ve 553 dk konuşma, ortalama 375 TL harcama (ARPU).",13.682438662196544,553.5741362903092,374.64101813730275,94,0,3,0,19.761003557085502,YUKSEK_DEGER,YUKSEK,0
"2 aylık abone, aylık 13.0 GB veri ve 832 dk konuşma, ortalama 413 TL harcama (ARPU).",13.001344743424692,832.9229980620713,412.98091411032163,2,1,0,1,10.412140862181028,YUKSEK_DEGER,YUKSEK,0
"73 aylık abone, aylık 8.3 GB veri ve 746 dk konuşma, ortalama 348 TL harcama (ARPU).",8.343414336835767,746.4469014265306,347.8114913667465,73,0,1,0,20.12548234558772,BELIRSIZ,ORTA,1
"111 aylık abone, aylık 22.8 GB veri ve 557 dk konuşma, ortalama 470 TL harcama (ARPU).",22.8152974474555,557.3215562785703,470.38100048997325,111,0,1,0,-5.741375615744666,YUKSEK_DEGER,YUKSEK,1
"2 aylık abone, aylık 17.6 GB veri ve 730 dk konuşma, ortalama 483 TL harcama (ARPU), veri kullanımı %35 düşüşte (churn sinyali).",17.62010101146464,730.9353234964626,483.2862621626863,2,0,2,0,-35.297900432717505,RISKLI_KAYIP,YUKSEK,0
"93 aylık abone, aylık 39.8 GB veri ve 505 dk konuşma, ortalama 795 TL harcama (ARPU).",39.848444899371806,505.34699063339025,794.6751974518618,93,0,1,0,46.78731794666648,YUKSEK_DEGER,YUKSEK,0
"97 aylık abone, aylık 7.6 GB veri ve 1070 dk konuşma, ortalama 386 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",7.591367501070046,1070.0411600011444,385.74518648338517,97,2,0,1,32.09589724777243,YUKSEK_DEGER,YUKSEK,1
"74 aylık abone, aylık 22.9 GB veri ve 67 dk konuşma, ortalama 388 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",22.88194904076899,67.13353578511055,388.3578539351572,74,2,1,1,4.395546064471923,YUKSEK_DEGER,YUKSEK,0
"98 aylık abone, aylık 35.4 GB veri ve 734 dk konuşma, ortalama 732 TL harcama (ARPU).",35.41228936697808,734.5886408990078,732.4544881697501,98,0,1,0,-16.041515424274046,YUKSEK_DEGER,YUKSEK,0
"108 aylık abone, aylık 19.7 GB veri ve 247 dk konuşma, ortalama 376 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",19.724580048954138,247.08081814459058,375.5512426843629,108,2,0,0,-7.264189366033458,YUKSEK_DEGER,YUKSEK,1
"55 aylık abone, aylık 13.5 GB veri ve 554 dk konuşma, ortalama 339 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",13.498296668408116,554.8686593563863,338.7196751670365,55,2,0,0,10.727087795243987,BELIRSIZ,ORTA,0
"72 aylık abone, aylık 19.4 GB veri ve 582 dk konuşma, ortalama 478 TL harcama (ARPU).",19.393716017419077,582.8783821057508,477.97922836753605,72,0,2,0,-1.290806667148913,YUKSEK_DEGER,YUKSEK,1
"101 aylık abone, aylık 37.9 GB veri ve 901 dk konuşma, ortalama 795 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",37.938889621917944,901.5267117827368,795.2171770917006,101,2,0,0,4.6375208871237,YUKSEK_DEGER,YUKSEK,1
"118 aylık abone, aylık 37.9 GB veri ve 461 dk konuşma, ortalama 747 TL harcama (ARPU).",37.92931283263736,461.569557584622,747.4064736099856,118,0,3,0,45.25343010439676,YUKSEK_DEGER,YUKSEK,1
"60 aylık abone, aylık 16.0 GB veri ve 861 dk konuşma, ortalama 449 TL harcama (ARPU).",15.979838502020527,861.6023831323556,448.74536447947196,60,1,1,0,28.091880332488028,YUKSEK_DEGER,YUKSEK,1
"97 aylık abone, aylık 37.5 GB veri ve 364 dk konuşma, ortalama 676 TL harcama (ARPU), veri kullanımı %24 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",37.531362607859684,364.2366719550406,675.582536088803,97,2,0,1,-24.26946171666592,RISKLI_KAYIP,YUKSEK,0
"111 aylık abone, aylık 17.1 GB veri ve 869 dk konuşma, ortalama 463 TL harcama (ARPU).",17.065438444561668,869.3339447509732,462.85303576167547,111,0,0,1,6.922975056884048,YUKSEK_DEGER,YUKSEK,1
"6 aylık abone, aylık 29.2 GB veri ve 505 dk konuşma, ortalama 556 TL harcama (ARPU).",29.236157447532516,505.13091161930544,555.9630408762326,6,1,3,0,-8.009087745927875,YUKSEK_DEGER,YUKSEK,0
"108 aylık abone, aylık 24.6 GB veri ve 614 dk konuşma, ortalama 566 TL harcama (ARPU).",24.601504177824783,614.6869038482238,566.3926903955143,108,0,3,1,12.448578143705497,YUKSEK_DEGER,YUKSEK,1
"104 aylık abone, aylık 13.1 GB veri ve 532 dk konuşma, ortalama 419 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",13.117276716873736,532.7242673779192,418.87535416711455,104,2,1,1,3.4167148372789478,YUKSEK_DEGER,YUKSEK,1
"109 aylık abone, aylık 8.6 GB veri ve 856 dk konuşma, ortalama 339 TL harcama (ARPU).",8.582253115408609,856.4726948231207,338.5615185387687,109,1,2,0,79.19246946916851,BELIRSIZ,ORTA,1
"19 aylık abone, aylık 36.0 GB veri ve 817 dk konuşma, ortalama 733 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",35.97977435782389,817.5479686467495,732.7913307864582,19,2,1,0,15.731541438398585,YUKSEK_DEGER,YUKSEK,1
"96 aylık abone, aylık 42.1 GB veri ve 688 dk konuşma, ortalama 797 TL harcama (ARPU).",42.128348739707214,688.700344116905,797.3055954077764,96,0,1,0,1.6453998458300085,YUKSEK_DEGER,YUKSEK,1
"27 aylık abone, aylık 22.5 GB veri ve 369 dk konuşma, ortalama 442 TL harcama (ARPU).",22.535438018182198,369.6263230826452,441.56483806125055,27,1,2,1,51.07515143333725,YUKSEK_DEGER,YUKSEK,1
"1 aylık abone, aylık 17.0 GB veri ve 456 dk konuşma, ortalama 447 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",17.04997187549025,456.99562639395145,446.6422139983681,1,3,1,1,10.138736471314507,YUKSEK_DEGER,YUKSEK,1
"107 aylık abone, aylık 6.8 GB veri ve 394 dk konuşma, ortalama 210 TL harcama (ARPU), veri kullanımı %33 düşüşte (churn sinyali).",6.82643764131719,394.2846948987749,209.6990880067161,107,1,0,0,-32.968107402008584,RISKLI_KAYIP,YUKSEK,0
"116 aylık abone, aylık 35.4 GB veri ve 150 dk konuşma, ortalama 594 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",35.41785126997791,150.37142264156734,593.784049551296,116,2,3,0,1.8888255099495983,YUKSEK_DEGER,YUKSEK,1
"33 aylık abone, aylık 20.9 GB veri ve 852 dk konuşma, ortalama 497 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",20.88782266163404,852.2636203700092,496.5594364339833,33,2,1,0,20.342581184301338,YUKSEK_DEGER,YUKSEK,0
"40 aylık abone, aylık 14.5 GB veri ve 534 dk konuşma, ortalama 383 TL harcama (ARPU).",14.459808916854119,534.4352947314607,382.593655914996,40,1,2,1,17.113237072457558,YUKSEK_DEGER,YUKSEK,1
"32 aylık abone, aylık 29.8 GB veri ve 532 dk konuşma, ortalama 601 TL harcama (ARPU).",29.75102279989262,532.3012071415405,600.7086965621678,32,1,2,0,30.129367609208085,YUKSEK_DEGER,YUKSEK,1
"69 aylık abone, aylık 5.8 GB veri ve 899 dk konuşma, ortalama 283 TL harcama (ARPU).",5.8237560946711415,899.2204466851119,283.0850674830127,69,0,1,0,8.842911717778803,BELIRSIZ,ORTA,0
"17 aylık abone, aylık 8.0 GB veri ve 504 dk konuşma, ortalama 244 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",8.0206907873609,504.8022795227265,244.48592979541644,17,0,2,2,7.077774289116599,RISKLI_KAYIP,YUKSEK,1
"8 aylık abone, aylık 10.5 GB veri ve 431 dk konuşma, ortalama 340 TL harcama (ARPU), veri kullanımı %30 düşüşte (churn sinyali).",10.51466106014971,431.90581286281383,340.08907959087514,8,0,0,0,-30.0618825422548,RISKLI_KAYIP,YUKSEK,0
"57 aylık abone, aylık 24.1 GB veri ve 555 dk konuşma, ortalama 524 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",24.11653871759115,555.050875897003,523.7394886313309,57,3,0,0,43.21055644655412,YUKSEK_DEGER,YUKSEK,1
"42 aylık abone, aylık 19.5 GB veri ve 373 dk konuşma, ortalama 421 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",19.535195896875877,373.4661896246207,420.7717382414812,42,2,2,0,-2.640089504973309,YUKSEK_DEGER,YUKSEK,1
"98 aylık abone, aylık 25.9 GB veri ve 668 dk konuşma, ortalama 576 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",25.933407580023015,668.8711538575913,575.9449592226454,98,3,0,1,-19.48837034055807,YUKSEK_DEGER,YUKSEK,1
"9 aylık abone, aylık 34.0 GB veri ve 525 dk konuşma, ortalama 706 TL harcama (ARPU).",33.95970038227246,525.2675843471659,706.2877842498553,9,1,0,0,70.69769720496272,YUKSEK_DEGER,YUKSEK,1
"87 aylık abone, aylık 26.5 GB veri ve 498 dk konuşma, ortalama 516 TL harcama (ARPU).",26.520869878492658,498.5457178812375,516.1657608840161,87,1,0,0,47.00214220606885,YUKSEK_DEGER,YUKSEK,1
"35 aylık abone, aylık 50.7 GB veri ve 481 dk konuşma, ortalama 895 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",50.71162362830128,481.21936559593956,895.0263619384135,35,5,0,0,-6.19372305643371,YUKSEK_DEGER,YUKSEK,0
"114 aylık abone, aylık 33.9 GB veri ve 578 dk konuşma, ortalama 669 TL harcama (ARPU), veri kullanımı %42 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",33.911431697350444,578.7557012315978,669.3536595067009,114,2,2,1,-42.01678360638565,RISKLI_KAYIP,YUKSEK,1
"71 aylık abone, aylık 16.0 GB veri ve 616 dk konuşma, ortalama 361 TL harcama (ARPU).",15.95405630129182,616.6962251039702,361.01481478147963,71,1,1,0,-12.961785531863317,YUKSEK_DEGER,YUKSEK,1
"79 aylık abone, aylık 11.8 GB veri ve 496 dk konuşma, ortalama 298 TL harcama (ARPU).",11.762801740621208,496.00498231849565,298.15877707557695,79,0,0,1,44.47838990649759,BELIRSIZ,ORTA,0
"53 aylık abone, aylık 16.3 GB veri ve 528 dk konuşma, ortalama 431 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",16.288949633766673,528.2468127809707,431.3838518811224,53,2,0,1,9.417832592633982,YUKSEK_DEGER,YUKSEK,1
"54 aylık abone, aylık 27.1 GB veri ve 583 dk konuşma, ortalama 596 TL harcama (ARPU), veri kullanımı %29 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",27.101681889699808,583.6954346361302,596.0707201626267,54,2,1,0,-28.7359086658997,RISKLI_KAYIP,YUKSEK,0
"84 aylık abone, aylık 12.7 GB veri ve 563 dk konuşma, ortalama 381 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",12.694288994460853,563.5163728920922,381.2296157483922,84,5,1,0,24.599538555687417,YUKSEK_DEGER,YUKSEK,0
"114 aylık abone, aylık 27.6 GB veri ve 606 dk konuşma, ortalama 567 TL harcama (ARPU).",27.570082106512853,606.2151933750027,567.1215635967512,114,0,0,0,-0.24645071532612128,YUKSEK_DEGER,YUKSEK,1
"25 aylık abone, aylık 25.6 GB veri ve 464 dk konuşma, ortalama 514 TL harcama (ARPU).",25.636416909839728,464.6658393503973,513.5085643141102,25,0,0,0,-11.217549194804125,YUKSEK_DEGER,YUKSEK,1
"67 aylık abone, aylık 8.5 GB veri ve 800 dk konuşma, ortalama 284 TL harcama (ARPU).",8.486591025169254,800.9185818252981,283.84061689145744,67,1,3,0,-9.32101198999389,BELIRSIZ,ORTA,1
"62 aylık abone, aylık 33.5 GB veri ve 619 dk konuşma, ortalama 705 TL harcama (ARPU).",33.524273961201224,619.3656354819034,704.6952727838883,62,0,0,0,37.659812703421984,YUKSEK_DEGER,YUKSEK,1
"55 aylık abone, aylık 22.0 GB veri ve 499 dk konuşma, ortalama 513 TL harcama (ARPU).",22.02809839147787,499.2306494350246,513.1671738221557,55,1,1,0,18.665908708851976,YUKSEK_DEGER,YUKSEK,1
"46 aylık abone, aylık 49.2 GB veri ve 668 dk konuşma, ortalama 955 TL harcama (ARPU), veri kullanımı %32 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",49.23989956479169,668.876843475707,954.891491163085,46,2,1,0,-32.151442170242404,RISKLI_KAYIP,YUKSEK,1
"24 aylık abone, aylık 17.1 GB veri ve 585 dk konuşma, ortalama 472 TL harcama (ARPU).",17.105658428306146,585.1262802362571,471.73287007616085,24,1,0,1,14.179719502923799,YUKSEK_DEGER,YUKSEK,1
"98 aylık abone, aylık 14.0 GB veri ve 253 dk konuşma, ortalama 323 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",14.002689906299873,253.23472910326637,323.3505522198485,98,2,1,0,7.6903769936575,BELIRSIZ,ORTA,1
"46 aylık abone, aylık 7.7 GB veri ve 668 dk konuşma, ortalama 345 TL harcama (ARPU).",7.650679935683952,668.1905380443253,345.1047617405251,46,0,1,1,-5.510193289768585,BELIRSIZ,ORTA,1
"22 aylık abone, aylık 7.6 GB veri ve 396 dk konuşma, ortalama 237 TL harcama (ARPU).",7.554690611986591,396.0987595231626,236.52587280969502,22,1,1,0,-4.192028086481988,BELIRSIZ,ORTA,0
"11 aylık abone, aylık 31.1 GB veri ve 786 dk konuşma, ortalama 621 TL harcama (ARPU).",31.10482979510479,786.8855566462614,620.9392473056577,11,1,2,0,-16.626310752102167,YUKSEK_DEGER,YUKSEK,1
"48 aylık abone, aylık 46.3 GB veri ve 551 dk konuşma, ortalama 880 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",46.28776038467654,551.6500722213106,880.4681605316138,48,2,0,0,-11.563159288943176,YUKSEK_DEGER,YUKSEK,1
"8 aylık abone, aylık 16.1 GB veri ve 756 dk konuşma, ortalama 389 TL harcama (ARPU).",16.13223563544931,756.0140594782127,389.06967264712137,8,0,1,0,12.243086213401277,YUKSEK_DEGER,YUKSEK,0
"39 aylık abone, aylık 15.4 GB veri ve 473 dk konuşma, ortalama 381 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",15.42037607894051,473.9562893604786,381.20296054100436,39,1,3,2,-1.9392476750922967,RISKLI_KAYIP,YUKSEK,0
"107 aylık abone, aylık 18.2 GB veri ve 613 dk konuşma, ortalama 474 TL harcama (ARPU).",18.17140061673502,613.9858534281279,474.0278940003786,107,0,1,0,18.642040954758393,YUKSEK_DEGER,YUKSEK,1
"35 aylık abone, aylık 34.9 GB veri ve 842 dk konuşma, ortalama 752 TL harcama (ARPU).",34.93086554436326,842.0487001013753,752.1004870667798,35,1,2,0,-14.624490811096678,YUKSEK_DEGER,YUKSEK,0
"49 aylık abone, aylık 8.5 GB veri ve 546 dk konuşma, ortalama 356 TL harcama (ARPU).",8.545875260869247,546.1966907170355,355.77475917391405,49,1,2,1,22.687365409270573,YUKSEK_DEGER,YUKSEK,1
"46 aylık abone, aylık 20.3 GB veri ve 481 dk konuşma, ortalama 392 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",20.29453619924149,481.836580252839,391.80748921478084,46,3,1,0,37.86111436140398,YUKSEK_DEGER,YUKSEK,1
"38 aylık abone, aylık 31.5 GB veri ve 731 dk konuşma, ortalama 667 TL harcama (ARPU), geçmişte 4 teklif kabul etmiş sadık müşteri.",31.539661887419012,731.0081227563578,666.8107326864792,38,4,2,0,4.830409000016961,YUKSEK_DEGER,YUKSEK,1
"8 aylık abone, aylık 23.9 GB veri ve 727 dk konuşma, ortalama 555 TL harcama (ARPU).",23.928973413705286,727.1323193501921,554.8847290331973,8,0,2,0,18.015665256872936,YUKSEK_DEGER,YUKSEK,1
"54 aylık abone, aylık 1.0 GB veri ve 490 dk konuşma, ortalama 123 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",1.0111943019080292,490.25017331703623,122.89486470655528,54,2,0,0,18.991071797539178,BELIRSIZ,ORTA,0
"37 aylık abone, aylık 26.6 GB veri ve 202 dk konuşma, ortalama 455 TL harcama (ARPU).",26.6038519024886,202.90779591644753,455.02735399888996,37,0,0,0,-7.5524505902165355,YUKSEK_DEGER,YUKSEK,1
"91 aylık abone, aylık 24.1 GB veri ve 477 dk konuşma, ortalama 481 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",24.076858225726767,477.9954045003288,481.39809596116925,91,2,1,1,19.084124195801195,YUKSEK_DEGER,YUKSEK,0
"92 aylık abone, aylık 39.1 GB veri ve 735 dk konuşma, ortalama 750 TL harcama (ARPU), veri kullanımı %52 düşüşte (churn sinyali).",39.06268742127818,735.4719043372844,750.0452733651517,92,0,1,0,-51.7108608257164,RISKLI_KAYIP,YUKSEK,0
"40 aylık abone, aylık 44.1 GB veri ve 444 dk konuşma, ortalama 797 TL harcama (ARPU), veri kullanımı %62 düşüşte (churn sinyali).",44.09447758708377,444.9931621152552,797.1759567243915,40,0,0,1,-61.66416355429983,RISKLI_KAYIP,YUKSEK,0
"34 aylık abone, aylık 37.9 GB veri ve 597 dk konuşma, ortalama 720 TL harcama (ARPU).",37.88565202782367,597.8124325967609,719.7583199321424,34,1,1,0,-3.2369565996904033,YUKSEK_DEGER,YUKSEK,0
"96 aylık abone, aylık 18.2 GB veri ve 468 dk konuşma, ortalama 427 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.236876172724287,468.50301240673116,426.7909965950808,96,2,1,0,20.836645226259847,YUKSEK_DEGER,YUKSEK,1
"79 aylık abone, aylık 4.5 GB veri ve 213 dk konuşma, ortalama 179 TL harcama (ARPU).",4.48500488255333,213.56656749479004,179.47130072334986,79,1,1,0,2.873666743711251,BELIRSIZ,ORTA,0
"108 aylık abone, aylık 15.3 GB veri ve 464 dk konuşma, ortalama 391 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",15.343558330248538,464.90376459201445,390.58749666369766,108,2,1,0,23.64684072447335,YUKSEK_DEGER,YUKSEK,1
"17 aylık abone, aylık 17.9 GB veri ve 734 dk konuşma, ortalama 452 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), veri kullanımı %25 düşüşte (churn sinyali).",17.85186832134715,734.6264041379425,452.3995182922531,17,0,3,2,-25.043391228715922,RISKLI_KAYIP,YUKSEK,0
"33 aylık abone, aylık 45.9 GB veri ve 125 dk konuşma, ortalama 773 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",45.9359193770062,125.94950398683756,772.7629603363946,33,3,0,0,27.07098499948481,YUKSEK_DEGER,YUKSEK,1
"47 aylık abone, aylık 10.0 GB veri ve 650 dk konuşma, ortalama 361 TL harcama (ARPU).",9.977881217556874,650.4334700951151,360.8087797676782,47,1,1,0,45.72031536035558,YUKSEK_DEGER,YUKSEK,1
"110 aylık abone, aylık 6.0 GB veri ve 362 dk konuşma, ortalama 226 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",5.972734860211989,362.78615372011734,225.51519108552802,110,3,0,0,-12.41026287264701,BELIRSIZ,ORTA,1
"52 aylık abone, aylık 12.8 GB veri ve 721 dk konuşma, ortalama 441 TL harcama (ARPU).",12.75354847928668,721.6884138948384,441.4102408015705,52,1,0,0,24.274969037608276,YUKSEK_DEGER,YUKSEK,1
"118 aylık abone, aylık 10.4 GB veri ve 742 dk konuşma, ortalama 384 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",10.39130419882344,742.8637871747306,383.9076900202984,118,2,2,0,5.570457845752816,YUKSEK_DEGER,YUKSEK,1
"80 aylık abone, aylık 5.5 GB veri ve 565 dk konuşma, ortalama 297 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",5.487069682930698,565.6104130177448,296.9803400269633,80,5,1,0,16.046013623395858,BELIRSIZ,ORTA,0
"93 aylık abone, aylık 16.4 GB veri ve 566 dk konuşma, ortalama 334 TL harcama (ARPU).",16.373010500843936,566.0663682437556,334.03813732350824,93,0,1,0,45.67028916752724,BELIRSIZ,ORTA,0
"9 aylık abone, aylık 18.3 GB veri ve 438 dk konuşma, ortalama 415 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.322353861476287,438.7274605727397,415.48108367089924,9,2,1,0,13.182581829389617,YUKSEK_DEGER,YUKSEK,1
"33 aylık abone, aylık 5.2 GB veri ve 330 dk konuşma, ortalama 185 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",5.211581757805372,330.8833199790068,184.6324153343154,33,2,0,0,24.11105302492543,BELIRSIZ,ORTA,0
"60 aylık abone, aylık 13.9 GB veri ve 939 dk konuşma, ortalama 443 TL harcama (ARPU), veri kullanımı %27 düşüşte (churn sinyali).",13.941195549413022,939.6185812667466,443.29225758511825,60,0,1,0,-26.576116029492074,RISKLI_KAYIP,YUKSEK,0
"113 aylık abone, aylık 9.9 GB veri ve 426 dk konuşma, ortalama 260 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",9.899161964707806,426.9857145657744,259.7357897806478,113,3,1,1,23.34101964881954,BELIRSIZ,ORTA,1
"93 aylık abone, aylık 18.7 GB veri ve 913 dk konuşma, ortalama 525 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",18.72343278045796,913.5592262392945,525.4493189662536,93,1,0,2,45.2501787713532,RISKLI_KAYIP,YUKSEK,0
"77 aylık abone, aylık 20.0 GB veri ve 428 dk konuşma, ortalama 381 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",19.967026936821703,428.0999920399646,380.8747094877961,77,2,1,0,-18.08751557283052,YUKSEK_DEGER,YUKSEK,1
"21 aylık abone, aylık 9.9 GB veri ve 705 dk konuşma, ortalama 352 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",9.90067842902479,705.0380780675457,351.62089793501974,21,2,0,1,-3.075578641204368,YUKSEK_DEGER,YUKSEK,1
"58 aylık abone, aylık 33.3 GB veri ve 372 dk konuşma, ortalama 601 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",33.34226397963212,372.43856806927306,601.4703367029202,58,2,1,0,22.153165855605927,YUKSEK_DEGER,YUKSEK,1
"85 aylık abone, aylık 17.6 GB veri ve 704 dk konuşma, ortalama 440 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",17.58550562504903,704.6790033804031,439.70680234820304,85,3,1,0,16.19460319499875,YUKSEK_DEGER,YUKSEK,0
"69 aylık abone, aylık 10.3 GB veri ve 534 dk konuşma, ortalama 324 TL harcama (ARPU), veri kullanımı %29 düşüşte (churn sinyali).",10.2580402023335,534.8825285693756,324.0021618358498,69,0,2,0,-28.993193794152,RISKLI_KAYIP,YUKSEK,0
"10 aylık abone, aylık 4.9 GB veri ve 537 dk konuşma, ortalama 234 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",4.920360684840285,537.4967678648659,233.66809568156745,10,3,2,0,9.122784310296026,BELIRSIZ,ORTA,1
"6 aylık abone, aylık 20.7 GB veri ve 722 dk konuşma, ortalama 536 TL harcama (ARPU).",20.67305290941365,722.0046339568901,536.1143477747764,6,0,1,0,-3.317045130773952,YUKSEK_DEGER,YUKSEK,1
"115 aylık abone, aylık 24.0 GB veri ve 506 dk konuşma, ortalama 483 TL harcama (ARPU).",24.040555450767005,506.1717269841804,482.7575719829615,115,0,2,0,-19.216378307427558,YUKSEK_DEGER,YUKSEK,1
"13 aylık abone, aylık 12.2 GB veri ve 314 dk konuşma, ortalama 294 TL harcama (ARPU).",12.244531598240082,314.37030091098046,294.1208645892835,13,1,2,1,38.91812170981676,BELIRSIZ,ORTA,0
"65 aylık abone, aylık 19.1 GB veri ve 752 dk konuşma, ortalama 514 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",19.120019590731488,752.2611126818905,513.9157099076849,65,3,1,0,5.13650943933099,YUKSEK_DEGER,YUKSEK,1
"20 aylık abone, aylık 44.1 GB veri ve 370 dk konuşma, ortalama 796 TL harcama (ARPU).",44.09321295779159,370.81988200353436,796.3981630801227,20,0,1,1,29.576216322652623,YUKSEK_DEGER,YUKSEK,0
"57 aylık abone, aylık 30.2 GB veri ve 703 dk konuşma, ortalama 656 TL harcama (ARPU), veri kullanımı %24 düşüşte (churn sinyali).",30.18428501833769,703.303456879582,656.1927942548657,57,0,0,0,-24.335325656133005,RISKLI_KAYIP,YUKSEK,0
"111 aylık abone, aylık 2.3 GB veri ve 794 dk konuşma, ortalama 277 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",2.336129229467903,794.5993090666001,277.2030860068356,111,3,2,1,19.723641438027265,BELIRSIZ,ORTA,0
"46 aylık abone, aylık 10.2 GB veri ve 524 dk konuşma, ortalama 295 TL harcama (ARPU).",10.169096076281438,524.9012227295565,295.329412224047,46,1,0,0,31.542238070414676,BELIRSIZ,ORTA,0
"8 aylık abone, aylık 15.8 GB veri ve 836 dk konuşma, ortalama 436 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 3 teklif kabul etmiş sadık müşteri.",15.833180321789131,836.4705688183568,436.2868922768402,8,3,3,2,-1.05371500885654,RISKLI_KAYIP,YUKSEK,0
